window,temperature,direction,lambda1,lambda2,alpha,uh,w0,pot_en,pert_en,metad_offset
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-159893.15723033258,48.28009231596558,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160358.1717731317,54.580600950047796,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-159911.79872909,33.46126986735182,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160217.56919809515,25.353747161806883,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160383.1715408762,22.894135396749522,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160193.396967331,36.20049967136711,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160655.99782432127,59.01107642208412,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160347.06374403843,41.112721080305924,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160423.86655615567,21.02970393164436,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160462.34438746044,58.488718182361374,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160117.46630064442,29.97514713790631,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160274.9237760334,39.480760038240916,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160080.71895464117,13.017410074091778,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-159954.18969670805,23.59854878704589,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160171.41753768123,46.49595184034417,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160312.29850723248,54.97038569550669,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160342.6505512788,33.65546202796367,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160641.17083132517,35.07082412165392,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160674.24263413317,41.80593107672084,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160311.93537066027,27.052461759082217,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160420.0486386853,32.27417692399617,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160297.99350075098,10.298253017447419,0.0
15,300.0,-1.0,0.1,0.5,0.1,110.0,0.0,-160026.70752691766,26.612261741156786,0.0
