window,temperature,direction,lambda1,lambda2,alpha,uh,w0,pot_en,pert_en,metad_offset
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160351.11678429335,9.930875059751434,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160196.17222404334,4.545310259321224,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160256.33714712653,3.1042737213193115,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160227.0763238355,0.8173809452676863,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160314.5065218593,-3.8058862631453154,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160083.06043183856,8.412348380736137,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-159853.70727004085,-3.7540705664435943,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160113.24591249792,4.213876523661567,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160356.37471957918,1.8074808795411088,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160122.9736315251,9.300684153919693,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160353.29086519196,3.6051587894359463,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160257.05942062332,5.192306255975143,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160345.01216219456,9.4986107791587,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160136.12280326316,17.695760635755256,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160157.29954386773,-0.9872990858030593,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160177.42206674878,-1.4900513862332696,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160210.7457571941,-1.713185647705545,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160580.81142856422,10.375276350382409,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160350.83609178,10.927977115200765,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160044.65609614374,3.6957195566443595,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160423.21950284348,-3.027250388384321,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160205.68952592844,3.6742463850382405,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160060.75700063142,0.7286874103728489,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160453.3324671689,5.939199181405353,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160346.4529532064,2.153385665630975,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160081.22172938238,12.873633185946462,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160449.1410149515,3.570614991634799,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160502.4769826264,7.5216785671606115,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160238.85937622885,11.989965493546844,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160349.10343311672,-0.06955440368068833,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160162.79668128546,0.1633828274378585,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160064.16731880556,-6.979247580066922,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160423.71801353822,11.013869801625239,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160564.18434309412,3.5920881632409176,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160370.55736390888,9.453797203632886,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160188.43590466017,3.074398004302103,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160520.08103471735,8.395076481835563,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160383.22555332104,4.4846252091300185,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160331.13059826332,14.72312679254302,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160160.85324027535,2.716356208173996,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160033.16505263475,6.247759321223709,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-159774.46242639713,-0.6787389459847036,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-159963.3615053759,0.33050011950286806,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160220.98508512342,4.453815875956023,0.0
9,300.0,1.0,0.4,0.5,0.1,110.0,0.0,-160163.77545626555,-3.8511666467495216,0.0
