window,temperature,direction,lambda1,lambda2,alpha,uh,w0,pot_en,pert_en,metad_offset
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160354.23678194097,113.36241073521649,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160559.18615205612,107.66433740967602,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160390.93921588486,114.9497115329789,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160234.65935998582,106.27234336149999,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160282.75241344117,105.56292800940085,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160423.59828116317,66.76195775573613,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160211.95839625667,91.44723574928298,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159885.416074495,135.9043442972902,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159862.1962236941,133.2294884168968,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159974.25270749323,84.45305031070745,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160356.44287342014,111.4145547907454,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160261.87713591557,65.36153352055449,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159978.90534293192,107.54293295607032,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160528.79734299585,118.51605365467243,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160439.52422311346,97.23238826481835,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160529.4935511117,96.87201242829828,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160318.45348522702,110.56959673732389,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160413.49729797748,113.41944907090353,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160220.18844138482,112.10282738139465,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160306.08490843675,93.44844198135755,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160766.81914214062,82.39489349306884,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160299.11978202884,111.3414301958618,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160413.8337178249,115.51271039503793,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160210.6734511067,84.37649378585085,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160185.0625323534,107.97539816949102,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160173.90966429407,51.116885008365195,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160502.25433287857,107.58663608734491,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160151.1023948192,137.9431669138225,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160359.61459051064,106.5262184601957,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160220.91239868302,126.37778828052605,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160276.1703539597,130.65172589153508,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160391.72397716707,113.69081917639397,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160641.89285393478,72.54104176625239,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160315.36169668293,112.77173549006562,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159974.49270506852,78.64875866395793,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160217.59663858206,104.20947854555081,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160225.2287877205,109.26599631752755,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159982.87181692797,84.07773661567877,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160440.12334287164,121.21138395015203,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160255.9865475166,124.25588862113197,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160283.11196313822,112.17186344684835,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160354.857633174,110.53476433786516,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160258.3318482508,135.17488002138998,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160226.3130802932,106.60408069712491,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160324.02426357716,108.80912498015759,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160254.5069548119,94.25742038121415,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160661.23476272423,113.3481048098534,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160650.84506092098,116.95442082877744,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160338.1900168278,115.48176084353118,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160330.1218825644,113.0265364596398,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160374.58665141437,88.6146443295889,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160292.3642410248,67.64282459966539,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160303.70158942547,89.84655084847036,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160219.5407634353,110.12032163609577,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160156.73066836727,104.28801016350754,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160388.2771616738,65.85401604326003,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160673.52977866033,103.93462275999168,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160452.0341772587,111.10486486302493,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160411.38599228507,122.17033653817035,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160163.41978395346,102.24883902052204,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160396.2021811693,104.7181163150295,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160331.0661781507,89.25043693236137,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160418.14377034642,110.08351242931165,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160466.79351826853,111.74146729863291,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160328.6281124466,84.13188635277247,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160047.29407386473,77.82017432480879,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160328.84243926505,109.87615638799453,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160200.56722366362,106.47432176971873,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159848.21165676028,107.7594694713733,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160093.12363550597,139.19711723951636,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160234.38317530212,129.0507903963742,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160229.34875898037,138.034454813309,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159868.65704963935,123.13538995305501,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160248.1228166157,136.9457749019535,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160704.9834081593,141.4070343445124,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160310.08535178503,125.68016993061178,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160417.9037349115,117.62124840595438,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160561.12753041697,114.16507913224459,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160537.90554468115,131.59864331011357,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160410.38065285573,126.85430208405494,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160403.69318192112,130.42107977934154,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160188.2464749372,126.14300237996703,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160641.03619853596,124.58392937355688,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160606.20940915614,120.91694027263976,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160364.1998925774,81.51776111376672,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160407.138049619,109.30502222823664,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160297.0371296601,107.41060694916851,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160290.18850476173,109.50349146987084,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160322.38432095398,95.90291885755258,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160300.57551189017,110.5971573037486,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160493.65211867078,71.54440651888144,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160656.22292377197,101.90295944087305,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160138.97124407828,87.42988542662523,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160066.10444800006,112.58724998991711,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160259.58068180032,98.40407654158699,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160486.29429975775,110.36912920075754,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160153.25995197074,120.41840442434825,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160156.75674394442,115.35477434012428,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160182.60880842688,93.56374357672084,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160394.87938794124,99.7844280293977,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159915.09050234364,110.02102918170145,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-159973.1610689609,107.66114199622456,0.0
3,300.0,1.0,0.0,0.3,0.1,110.0,0.0,-160206.9533301416,108.74583354297982,0.0
