window,temperature,direction,lambda1,lambda2,alpha,uh,w0,pot_en,pert_en,metad_offset
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160358.78463840074,143.04656436847358,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160253.77211944768,99.39884455664435,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160527.01397828243,114.55835840699439,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160563.8375823987,91.08172502390057,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160216.83072168526,116.65499257128197,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160520.0805003791,108.23416604817645,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160328.7621708209,105.88141400808519,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160329.4593734109,124.25016462028326,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160100.76694981923,117.07545868376303,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-159875.3584231866,96.20821134082217,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-159915.58613008694,112.62547850736365,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160320.40905289532,117.76054130539377,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160466.9373902071,111.92813673784492,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-159965.81729908154,113.19698405255902,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160123.2633225754,29.762749462237093,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160299.94621275528,126.72211972444907,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160276.14125567715,120.00104142566038,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160260.58301460452,95.33247938575525,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160529.3314403697,114.68752439992569,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160391.7267245691,138.93818771435954,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160704.9300549113,122.79070276829626,0.0
19,300.0,-1.0,0.0,0.2,0.1,110.0,0.0,-160079.14748438858,124.42110476783083,0.0
