window,temperature,direction,lambda1,lambda2,alpha,uh,w0,pot_en,pert_en,metad_offset
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160423.54074621643,86.75581456142447,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160419.51173351603,110.42907878397722,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160289.7955602606,85.43568131572657,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160357.60464919163,107.41373343164415,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160217.24130663564,84.03712431285851,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160124.996253173,110.03745138649253,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-159985.47124686895,110.22770854347499,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160357.45112238688,100.32955805023934,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160384.86931630512,111.01406561082484,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160627.0104848754,112.75862858365976,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160484.48238127184,61.268560289196934,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160524.1587195768,105.50141390934652,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-159931.4971639288,109.53645757473666,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160025.25203972787,109.82786553119814,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160053.47260876105,80.72558780473231,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160307.56320978358,68.53909611018165,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160282.6213538539,111.83980683274825,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160165.61121258762,107.32205055187319,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160278.63331105033,71.79461564890057,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160500.3122137805,79.33916781190248,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160242.6185216519,65.29337954110898,0.0
16,300.0,-1.0,0.0,0.5,0.1,110.0,0.0,-160325.98395997693,95.54020898064053,0.0
