window,temperature,direction,lambda1,lambda2,alpha,uh,w0,pot_en,pert_en,metad_offset
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160193.2708916661,20.513414196940726,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160152.164763502,13.268552820267686,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-159938.64669760581,6.039096110181644,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160197.10509063068,18.947273093929255,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160336.14960829087,13.517828334130018,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160088.86903645642,7.026862004063097,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160270.75100285088,3.306401619263862,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160558.61703256553,14.803884590105161,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160244.20037180852,-0.7020793499043977,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160674.60912611015,17.981913987810707,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160322.36671319668,16.926927730640536,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160142.7686399306,8.832008843212236,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160188.130546163,13.915082008843212,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160236.89854345072,14.991541437619501,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160150.1654495725,1.8550953035372848,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160174.97303725008,18.472062470124282,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160296.38720568013,21.67576631214149,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160495.28402195586,8.83947777246654,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160616.13563641603,11.9246123625717,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160305.61027499984,33.72548323972275,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160185.99484775533,30.192212894359464,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160330.997101133,21.767260695506693,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160387.90669169844,22.768097215583172,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160589.25821019587,9.21479146749522,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160343.538970843,13.165855043021033,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160165.47635394853,14.336609703632886,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160032.12821943843,23.388951959847034,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160060.93636967833,10.128801684990439,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160205.5007749896,21.29111645554493,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160106.63516994438,14.515864005736137,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160522.5807655738,21.875560169694072,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160196.75846903416,9.835179403680687,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160194.75104613532,8.973918499043977,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160156.08889281916,11.584309273422562,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160815.45428399992,2.3251710384799233,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-159944.5746929054,24.939221588193114,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160140.89165714613,13.86326631214149,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160291.93398620057,11.27154786089866,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-159910.07151243294,18.569625358508603,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160352.89869045996,28.410873267208412,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160075.5913751313,12.924515266491396,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160185.08229582506,18.529479863766728,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160082.29377093713,9.07428223589866,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160196.64016720382,27.13928806166348,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160251.78901841768,27.43991246414914,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-159983.53414187374,20.858852174952197,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160465.70397463435,17.27003166826004,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160320.30663506247,27.016984345124282,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160312.99218457434,33.08128809153919,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160480.78804393712,8.099120160133843,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160052.2174206192,6.890554045172084,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160160.3765798874,11.982496564292543,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160049.85434090538,17.342853728489484,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-159919.1735420538,14.260986794933078,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160347.13409611114,19.77072254421606,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160291.59641382552,25.961531279875715,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160172.1137900841,7.67665884918738,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160060.9299677498,25.63383200884321,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160172.1681061622,38.41036911448374,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160436.18380266894,26.300900752868067,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160001.23786276855,5.861709040391969,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-159949.79251473065,18.909461639579348,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160184.3001485725,21.263574778919693,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160249.46308725158,19.9355057958891,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160159.5617060561,11.192657295650095,0.0
14,300.0,-1.0,0.2,0.5,0.1,110.0,0.0,-160182.11268817505,29.094747102055447,0.0
