window,temperature,direction,lambda1,lambda2,alpha,uh,w0,pot_en,pert_en,metad_offset
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160275.81052757884,167.06601177944114,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160702.22920160837,187.5990237387222,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160579.9944679731,155.22693412083962,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160566.36195428958,182.06313933884442,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160464.1416211235,162.62360935402788,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160436.7773456061,165.89180806440493,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160565.43541508785,172.8989780884688,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160765.9410877119,161.81093379301632,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160275.78077788843,188.51488868263007,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160597.6231673014,184.83553581128368,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160274.37127615474,180.92370071374867,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160093.30151099333,179.10950615675017,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160108.4783041208,165.7686936982272,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160232.81481552677,179.38452627518447,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160204.4873952087,169.83696841943677,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160337.94832371303,185.26871201783192,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160165.39200425294,186.27862062463382,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160453.54715251128,191.4174753404685,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160599.10314319783,180.91282835756476,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160484.8686982085,175.38077732688686,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160456.06154228834,178.5777802387117,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160526.7467394927,162.38687016864023,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160410.0409442672,171.80772794408725,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160072.90730794836,157.3618800102322,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160348.0024614661,164.54168128041744,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-159823.24640149245,194.709816323051,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160509.16905964975,142.5544505644972,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-159800.11882840615,168.50298887154733,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160017.05408326205,192.7190163539537,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-160286.45580935685,182.93944707486136,0.0
0,300.0,1.0,0.0,0.0,0.1,110.0,0.0,-159904.75237118654,175.7238143026808,0.0
